1178,2
1180,2
1181,2
1184,2
1185,2
1186,2
1187,2
1188,2
1189,2
119,2
1192,2
1193,2
1195,2
1196,2
1197,2
1198,2
120,2
1201,2
1203,2
1205,2
1209,2
121,2
1210,2
1211,2
1212,2
1213,2
1214,2
1215,2
1216,2
1217,2
1218,2
1219,2
122,2
1222,2
1225,2
1227,2
1228,2
123,2
1231,2
1233,2
1234,2
1236,2
1238,2
1240,2
1241,2
1242,2
1243,2
1246,2
1247,2
1249,2
1250,2
1253,2
1255,2
1257,2
1258,2
126,2
1260,2
1261,2
1262,2
1263,2
1264,2
1266,2
1267,2
1269,2
127,2
1271,2
1272,2
1276,2
128,2
1282,2
1283,2
1290,2
1292,2
1293,2
1294,2
1295,2
1297,2
1298,2
1299,2
1301,2
1302,2
1303,2
1304,2
1305,2
131,2
1310,2
1311,2
1312,2
1313,2
1315,2
1316,2
1317,2
1318,2
1319,2
1321,2
1322,2
1325,2
1327,2
1328,2
1329,2
133,2
1330,2
1331,2
1334,2
1337,2
1338,2
134,2
1340,2
1342,2
1343,2
1345,2
1348,2
1349,2
1352,2
1353,2
1354,2
1356,2
1357,2
1358,2
1359,2
136,2
1361,2
1362,2
1363,2
1365,2
1368,2
1369,2
137,2
1371,2
1373,2
1376,2
1377,2
1378,2
1379,2
1380,2
1381,2
1383,2
1385,2
1386,2
1388,2
1391,2
1392,2
1395,2
1398,2
1399,2
140,2
1405,2
1406,2
1407,2
1411,2
1413,2
1415,2
1416,2
1418,2
1419,2
1421,2
1424,2
1426,2
1428,2
1432,2
1433,2
1435,2
1436,2
1438,2
1439,2
1441,2
1443,2
1444,2
1445,2
1446,2
1449,2
1450,2
1451,2
1452,2
1453,2
1454,2
1457,2
1462,2
1463,2
1465,2
1466,2
1467,2
147,2
1471,2
1472,2
1474,2
1476,2
1478,2
1480,2
149,2
15,2
151,2
152,2
153,2
156,2
157,2
159,2
161,2
162,2
164,2
165,2
167,2
168,2
17,2
173,2
175,2
177,2
178,2
182,2
183,2
184,2
185,2
186,2
189,2
19,2
190,2
192,2
195,2
198,2
2,2
203,2
204,2
206,2
209,2
21,2
210,2
213,2
216,2
219,2
22,2
223,2
224,2
225,2
227,2
231,2
233,2
234,2
235,2
236,2
238,2
24,2
240,2
241,2
243,2
244,2
246,2
250,2
251,2
255,2
257,2
26,2
264,2
266,2
268,2
270,2
271,2
274,2
276,2
278,2
279,2
28,2
282,2
283,2
284,2
285,2
288,2
29,2
290,2
291,2
293,2
296,2
297,2
301,2
302,2
303,2
305,2
31,2
310,2
312,2
313,2
314,2
315,2
316,2
317,2
319,2
32,2
326,2
329,2
330,2
331,2
332,2
337,2
339,2
340,2
341,2
343,2
345,2
348,2
351,2
353,2
354,2
358,2
359,2
36,2
360,2
364,2
365,2
366,2
367,2
368,2
369,2
37,2
371,2
372,2
374,2
375,2
377,2
378,2
381,2
382,2
385,2
386,2
388,2
389,2
39,2
393,2
394,2
395,2
397,2
398,2
4,2
40,2
400,2
403,2
404,2
406,2
407,2
408,2
410,2
411,2
412,2
413,2
414,2
418,2
419,2
42,2
420,2
423,2
428,2
429,2
43,2
432,2
437,2
438,2
44,2
440,2
442,2
443,2
444,2
445,2
447,2
448,2
449,2
45,2
451,2
452,2
453,2
455,2
456,2
457,2
458,2
46,2
460,2
461,2
462,2
464,2
472,2
473,2
474,2
476,2
482,2
483,2
485,2
486,2
487,2
488,2
490,2
493,2
496,2
499,2
501,2
502,2
503,2
504,2
505,2
506,2
507,2
508,2
509,2
51,2
515,2
517,2
52,2
521,2
522,2
524,2
525,2
526,2
528,2
529,2
53,2
533,2
534,2
535,2
537,2
538,2
54,2
540,2
541,2
542,2
544,2
545,2
546,2
547,2
548,2
549,2
552,2
556,2
557,2
559,2
56,2
561,2
563,2
564,2
566,2
568,2
569,2
570,2
572,2
574,2
577,2
581,2
584,2
586,2
588,2
589,2
591,2
592,2
595,2
597,2
6,2
60,2
601,2
602,2
603,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
618,2
621,2
622,2
632,2
633,2
634,2
639,2
64,2
640,2
642,2
644,2
647,2
648,2
65,2
651,2
652,2
655,2
656,2
657,2
658,2
659,2
66,2
662,2
665,2
666,2
67,2
671,2
673,2
674,2
676,2
678,2
68,2
680,2
681,2
684,2
686,2
687,2
688,2
691,2
693,2
696,2
698,2
699,2
701,2
702,2
703,2
704,2
705,2
707,2
712,2
714,2
716,2
717,2
718,2
719,2
72,2
720,2
722,2
723,2
724,2
726,2
729,2
730,2
738,2
74,2
741,2
743,2
744,2
748,2
749,2
75,2
753,2
754,2
756,2
76,2
760,2
761,2
762,2
768,2
77,2
771,2
772,2
775,2
777,2
78,2
781,2
785,2
786,2
789,2
79,2
790,2
792,2
793,2
794,2
795,2
797,2
798,2
8,2
80,2
804,2
807,2
813,2
815,2
816,2
819,2
824,2
826,2
827,2
829,2
830,2
831,2
832,2
834,2
838,2
84,2
841,2
843,2
844,2
847,2
849,2
85,2
850,2
851,2
852,2
854,2
856,2
857,2
858,2
859,2
86,2
860,2
861,2
862,2
863,2
865,2
867,2
868,2
871,2
874,2
88,2
882,2
883,2
884,2
886,2
888,2
89,2
894,2
896,2
9,2
90,2
903,2
904,2
905,2
91,2
911,2
912,2
913,2
915,2
919,2
92,2
922,2
925,2
926,2
929,2
93,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
94,2
940,2
942,2
946,2
948,2
95,2
955,2
956,2
957,2
958,2
959,2
960,2
961,2
963,2
964,2
966,2
967,2
969,2
97,2
970,2
971,2
973,2
974,2
976,2
978,2
979,2
981,2
985,2
987,2
988,2
989,2
99,2
990,2
992,2
994,2
997,2
999,2
1000,3
1003,3
1004,3
1007,3
1008,3
1009,3
1015,3
1020,3
1028,3
1029,3
1030,3
1031,3
1034,3
1037,3
1041,3
1045,3
1048,3
1052,3
1053,3
106,3
1060,3
1062,3
1063,3
1064,3
1069,3
108,3
1080,3
1081,3
1082,3
1086,3
1088,3
1092,3
1094,3
1095,3
11,3
1101,3
1107,3
1108,3
111,3
1110,3
1111,3
1112,3
1113,3
1120,3
1127,3
1128,3
1129,3
113,3
1133,3
1137,3
114,3
1150,3
1153,3
1157,3
1162,3
1163,3
1164,3
1165,3
1166,3
1167,3
1177,3
118,3
1182,3
1183,3
1191,3
1200,3
1206,3
1207,3
1208,3
1221,3
1224,3
1232,3
1235,3
1237,3
124,3
1244,3
1248,3
125,3
1252,3
1254,3
1256,3
1259,3
1265,3
1268,3
1270,3
1275,3
1277,3
1278,3
1280,3
1284,3
1286,3
1287,3
1291,3
1296,3
130,3
1300,3
1306,3
1307,3
1309,3
132,3
1323,3
1332,3
1333,3
1335,3
1341,3
1347,3
135,3
1350,3
1351,3
1355,3
1360,3
1364,3
1366,3
1367,3
1372,3
1374,3
1375,3
1382,3
1387,3
1394,3
1396,3
1397,3
1400,3
1401,3
1402,3
1403,3
1404,3
1408,3
1409,3
141,3
1410,3
1412,3
1417,3
1420,3
1423,3
1425,3
1429,3
143,3
1431,3
1434,3
1442,3
1447,3
1448,3
145,3
1455,3
1458,3
1459,3
146,3
1460,3
1461,3
1469,3
1470,3
1475,3
1477,3
1479,3
150,3
154,3
155,3
158,3
16,3
163,3
166,3
169,3
170,3
172,3
174,3
179,3
18,3
187,3
188,3
193,3
194,3
196,3
197,3
199,3
20,3
200,3
202,3
207,3
211,3
212,3
214,3
217,3
220,3
221,3
222,3
226,3
228,3
23,3
232,3
242,3
247,3
249,3
25,3
253,3
256,3
258,3
259,3
260,3
261,3
263,3
269,3
272,3
273,3
275,3
277,3
280,3
286,3
287,3
289,3
292,3
295,3
299,3
3,3
30,3
300,3
304,3
307,3
309,3
318,3
320,3
321,3
322,3
323,3
324,3
325,3
327,3
328,3
33,3
335,3
336,3
344,3
347,3
350,3
352,3
355,3
357,3
361,3
362,3
363,3
370,3
373,3
38,3
380,3
390,3
391,3
392,3
399,3
402,3
405,3
409,3
415,3
417,3
422,3
424,3
426,3
427,3
430,3
431,3
433,3
435,3
436,3
439,3
450,3
459,3
465,3
466,3
467,3
468,3
475,3
477,3
479,3
480,3
489,3
49,3
491,3
492,3
494,3
495,3
498,3
5,3
50,3
500,3
510,3
511,3
512,3
514,3
519,3
520,3
527,3
530,3
543,3
554,3
555,3
565,3
567,3
571,3
573,3
575,3
58,3
585,3
587,3
59,3
590,3
594,3
598,3
599,3
600,3
604,3
606,3
61,3
617,3
62,3
625,3
626,3
627,3
628,3
629,3
63,3
630,3
631,3
635,3
636,3
637,3
638,3
646,3
650,3
654,3
661,3
664,3
669,3
670,3
672,3
675,3
679,3
682,3
689,3
69,3
690,3
692,3
694,3
695,3
697,3
70,3
706,3
71,3
711,3
715,3
721,3
728,3
73,3
731,3
733,3
734,3
735,3
736,3
737,3
740,3
742,3
746,3
747,3
750,3
752,3
755,3
757,3
758,3
766,3
767,3
770,3
773,3
774,3
776,3
778,3
780,3
782,3
784,3
788,3
796,3
799,3
800,3
801,3
803,3
806,3
808,3
811,3
812,3
818,3
82,3
820,3
822,3
823,3
825,3
828,3
83,3
835,3
837,3
839,3
840,3
845,3
848,3
853,3
864,3
866,3
869,3
87,3
870,3
872,3
875,3
876,3
877,3
878,3
881,3
885,3
892,3
893,3
897,3
898,3
899,3
900,3
902,3
907,3
909,3
910,3
914,3
916,3
923,3
924,3
927,3
931,3
941,3
943,3
944,3
945,3
947,3
949,3
950,3
951,3
952,3
953,3
954,3
962,3
968,3
975,3
98,3
980,3
983,3
986,3
993,3
995,3
996,3
